9,650.0
0,865.0
1,1945.0
2,1257.5
3,1132.5
4,405.0
5,595.0
6,465.0
7,2605.0
8,845.0
9,450.0
10,842.5
11,755.0
12,1172.5
13,1340.0
14,867.5
15,1440.0
16,1000.0
17,692.5
18,802.5
19,860.0
20,905.0
21,897.5
22,1090.0
23,1227.5
24,972.5
25,837.5
26,627.5
27,1550.0
28,680.0
29,855.0
30,715.0
31,1040.0
32,772.5
33,747.5
34,830.0
35,477.5
36,1100.0
37,1057.5
38,910.0
39,717.5
40,795.0
41,1222.5
42,420.0
43,815.0
44,830.0
45,567.5
46,415.0
47,1130.0
48,825.0
49,765.0
50,592.5
51,795.0
52,1042.5
53,1052.5
54,852.5
55,587.5
56,650.0
57,422.5
58,860.0
59,687.5
60,767.5
61,685.0
62,690.0
63,395.0
64,927.5
65,932.5
66,765.0
67,622.5
68,1167.5
69,707.5
70,520.0
71,555.0
72,757.5
73,492.5
74,552.5
75,610.0
76,887.5
77,517.5
78,460.0
79,772.5
80,620.0
81,585.0
82,605.0
83,587.5
84,432.5
85,445.0
86,627.5
87,770.0
88,1045.0
89,585.0
90,585.0
91,610.0
92,650.0
93,680.0
94,907.5
95,460.0
96,352.5
97,460.0
98,617.5
99,587.5
100,845.0
101,625.0
102,535.0
103,557.5
104,680.0
105,602.5
106,677.5
107,725.0
108,622.5
109,562.5
110,682.5
111,707.5
112,490.0
113,545.0
114,542.5
115,522.5
116,650.0
117,675.0
118,907.5
119,577.5
120,492.5
121,750.0
122,605.0
123,517.5
124,810.0
125,640.0
126,775.0
127,775.0
128,667.5
129,622.5
130,670.0
131,825.0
132,680.0
133,560.0
134,495.0
135,900.0
136,907.5
137,605.0
138,725.0
139,675.0
140,507.5
141,515.0
142,445.0
143,550.0
144,647.5
145,610.0
146,780.0
147,642.5
148,645.0
149,767.5
150,407.5
151,712.5
152,397.5
153,545.0
154,560.0
155,555.0
156,457.5
157,590.0
158,732.5
159,470.0
160,1147.5
161,577.5
162,615.0
163,345.0
164,642.5
165,585.0
166,392.5
167,727.5
168,547.5
169,922.5
170,547.5
171,642.5
172,570.0
173,432.5
174,637.5
175,445.0
176,360.0
177,615.0
178,615.0
179,717.5
180,605.0
181,497.5
182,627.5
183,660.0
184,417.5
185,495.0
186,792.5
187,545.0
188,365.0
189,662.5
190,655.0
191,565.0
192,475.0
193,487.5
194,510.0
195,772.5
196,612.5
197,667.5
198,462.5
199,370.0
200,572.5
201,862.5
202,500.0
203,532.5
204,585.0
205,457.5
206,662.5
207,497.5
208,562.5
209,720.0
210,747.5
211,695.0
212,355.0
213,667.5
214,440.0
215,457.5
216,535.0
217,500.0
218,420.0
219,575.0
220,535.0
221,430.0
222,410.0
223,712.5
224,537.5
225,637.5
226,595.0
227,330.0
228,450.0
229,627.5
230,660.0
231,510.0
232,482.5
233,932.5
234,650.0
235,367.5
236,500.0
237,777.5
238,485.0
239,475.0
240,540.0
241,492.5
242,755.0
243,635.0
244,427.5
245,442.5
246,437.5
247,435.0
248,727.5
249,460.0
250,577.5
251,525.0
252,790.0
253,472.5
254,425.0
255,780.0
256,400.0
257,770.0
258,742.5
259,407.5
260,802.5
261,457.5
262,355.0
263,967.5
264,457.5
265,805.0
266,720.0
267,735.0
268,687.5
269,410.0
270,642.5
271,490.0
272,482.5
273,390.0
274,512.5
275,660.0
276,417.5
277,847.5
278,580.0
279,597.5
280,560.0
281,512.5
282,487.5
283,372.5
284,617.5
285,575.0
286,582.5
287,607.5
288,610.0
289,315.0
290,390.0
291,765.0
292,417.5
293,622.5
294,857.5
295,692.5
296,562.5
297,355.0
298,525.0
299,682.5
300,555.0
301,565.0
302,712.5
303,632.5
304,580.0
305,505.0
306,462.5
307,557.5
308,527.5
309,632.5
310,547.5
311,607.5
312,710.0
313,477.5
314,617.5
315,797.5
316,602.5
317,805.0
318,717.5
319,767.5
320,987.5
321,750.0
322,602.5
323,527.5
324,845.0
325,502.5
326,565.0
327,572.5
328,555.0
329,370.0
330,787.5
331,742.5
332,545.0
333,442.5
334,1172.5
335,680.0
336,502.5
337,662.5
338,735.0
339,612.5
340,642.5
341,730.0
342,495.0
343,812.5
344,695.0
345,435.0
346,462.5
347,795.0
348,587.5
349,617.5
350,547.5
351,487.5
352,455.0
353,480.0
354,682.5
355,337.5
356,377.5
357,305.0
358,662.5
359,475.0
360,392.5
361,620.0
362,465.0
363,555.0
364,565.0
365,792.5
366,495.0
367,740.0
368,597.5
369,472.5
370,632.5
371,642.5
372,345.0
